ECLAC,,,
Chile,ADEXUS S.A.,Software programs,"47,799.73"
Chile,COMERCIAL LO CASTILLO LIMITADA,"Carpets and other textile floor coverings, knotted","66,466.00"
Chile,DABA ASCENSORES CHILE LTDA.,Elevators and conveyors,"83,325.43"
Chile,DISTRIB DE PRODS MASIVOS SA,"Toilet tissue stock, miscellaneous other papers","38,443.59"
Chile,EQUIPOS ELECTRONICOS Y COMPUT SA,Software programs,"74,990.76"
Chile,FERNANDO PÉREZ MOORE Y CIA LTDA,"Asphalt or similar material, articles thereof","66,659.75"
Chile,IMEGA S.A.,Industrial catering equipment,"53,716.14"
Chile,S & A CONSULTORES ASOC. CHILE S.A.,Software programs,"52,179.08"
Denmark,DAN:OFFICE APS,Network backup systems,"66,710.00"
Denmark,DAN:OFFICE APS,Processing Units For It And Accessories And Parts Thereof,"44,780.00"
Mexico,"INDUSTRIAS RIVIERA , S.A. DE C.V.",Furniture,"47,522.29"
Mexico,"TREMAIN, S.A. DE C.V.","Furniture, office, other than chairs","48,146.39"
United States of America,CDW-G,Software programs,"43,378.10"
United States of America,"CISCO SYSTEMS, INC.",Electronic components n.e.c.,"35,816.16"
United States of America,LENOVO (UNITED STATES) INC.,Micro-computers,"49,551.00"
United States of America,LENOVO (UNITED STATES) INC.,"Processing units for EDP, other","41,180.00"
United States of America,"MICROSOFT LICENSING, GP",Software programs,"42,266.64"
United States of America,PLANSON INTERNATIONAL CORPORATION,Micro-computers,"32,602.00"
ESCAP,,,
Thailand,"BMW (THAILAND) CO., LTD.",Vehicle,"51,807.69"
Thailand,"CLUNG WICHA PRESS CO., LTD.",Printing Services,"31,127.34"
Thailand,EMC INFORMATION SYSTEMS (THAILAND) LTD.,Data Services,"72,070.00"
Thailand,FIRST INTER BUSINESS LTD.,IT Equipment,"71,543.72"
Thailand,"FMA GROUP CO., LTD.",IT Equipment,"33,107.02"
Thailand,"ORACLE CORPORATION (THAILAND) CO., LTD.",Software,"60,468.81"
Thailand,"ORACLE CORPORATION (THAILAND) CO., LTD.",Software,"60,468.81"
Thailand,"PATARARUNGROJ LTD., PART.",IT Equipment,"40,974.34"
Thailand,"RK3 ENGINEERING AND DEVELOPMENT CO., LTD.",Materials,"31,280.31"
Thailand,"TAKACHIHO FIRE, SECURITY&SERVICES (THAILAND) LTD.",Security Services,"31,331.59"
United States of America,"CISCO SYSTEMS, INC.",IT Equipment,"158,847.50"
ESCWA,,,
Austria,EMC Computer Systems Austria Gmbh,Storage units and storage media for EDP,"1,178,015.00"
Denmark,DAN OFFICE,"Personal computers (PC), general pu","47,300.47"
Germany,Motorola Solutions UK Ltd.,"Radios, VHF","45,707.25"
Lebanon,Albert Massaad SARL,"Mobile shelving, library","33,418.00"
Lebanon,G4S Security Systems Lebanon,Storage units and storage media for EDP,"1,985,139.87"
Lebanon,Sultan Steel,Storage units and storage media for EDP,"64,197.00"
United States of America,LENOVO (UNITED STATES) INC.,"Personal computers (PC), general pu","98,340.00"
FAO,,,
Afghanistan,GHULAM MUHAMMAD DIN CO LTD,Fertilizers and plant nutrients and herbicides,"597,450.00"
Australia,CODAN LTD,Radio receivers,"47,907.30"
Australia,VISIONTIME PTY LTD,Printed publications,"64,927.00"
Austria,AMEX EXPORT- IMPORT GMBH,Laboratory and Measuring and Observing and Testing Equipment,"54,661.00"
Austria,AMEX EXPORT- IMPORT GMBH,Laboratory and Measuring and Observing and Testing Equipment,"33,635.50"
Austria,AMEX EXPORT- IMPORT GMBH,Laboratory and Measuring and Observing and Testing Equipment,"33,472.00"
Austria,AMEX EXPORT- IMPORT GMBH,Laboratory washing and cleaning equipment,"180,718.20"
Austria,UNILAB,Laboratory and Measuring and Observing and Testing Equipment,"60,046.00"
Bangladesh,AQ CHOWDHURY SCIENCE & SYNERGY PVT LTD,Laboratory and Measuring and Observing and Testing Equipment,"312,070.00"
Bangladesh,DJ AGRO LIMITED,Poultry and livestock equipment,"192,535.55"
Belgium,GARMIN BELUX,Global positioning system receivers,"57,382.00"
Brazil,ZENITH ASSESSORIA EX IMPORTACAO E EXPORTACAO LTDA,Agricultural machinery for planting and seeding,"47,238.90"
Chile,DIMENSION DATA CHILE S.A.,Data Voice or Multimedia Network Equipment or Platforms and Accessories,"34,142.45"
China,DANDONG IMPORT & EXPORT CORPORATION,Cargo trucks,"145,800.00"
"China, Hong Kong Special Administrative R",M & R TRADING CO LTD,Urea,"669,600.00"
Cote d'Ivoire,SATOCI-CI,Urea,"275,972.00"
