ECLAC continued,,,
Argentina,ACIFI S.A.,Management and admin services,"138,800.00"
Chile,Data Conversion Service Agencia en,Engineering and research services,"183,010.56"
Chile,Dimacofi SA.,Engineering and research services,"112,305.51"
Chile,Dimacofi SA.,Industrial manufacturing services,"150,157.23"
Chile,EMPRESA  DE CORREOS DE CHILE,"Transportation, storage, mail services","39,940.83"
Chile,EMPRESA DE SERVICIOS ENERGETICOS LI,Building and maintenance services,"92,011.04"
Chile,Enel Distribución Chile S.A.,Public sector related services,"365,320.93"
Chile,FRANCISCO ANTONIO PONCE INOSTROZA C,Building and maintenance services,"50,511.42"
Chile,Level 3,Engineering and research services,"30,140.37"
Chile,Metrogas S.A.,Public sector related services,"64,788.73"
Chile,Momberg Ingeniería y Proyectos Limi,Building and maintenance services,"34,586.46"
Chile,Nelson Gonzalez Alfaro,Building and maintenance services,"45,978.48"
Chile,"PAISAJISMO, ARQUITECTURA Y CONSTRUC",Building and maintenance services,"70,868.96"
Chile,PG Corp Servicios S.A.,Industrial cleaning services,"395,774.65"
Chile,Telefonica Moviles Chile S.A.,Public sector related services,"359,120.32"
Chile,TYCO SERVICES S. A.,Security and safety equipment,"40,958.16"
Chile,Vigo Consultores S.A.,Management and admin services,"32,481.20"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,Management and admin services,"528,267.95"
Mexico,OFICINAS CORPORATIVAS CERVANTES 193,Public order and security services,"71,496.06"
Mexico,Operadora Hotel Centro Historico,"Travel, food and lodging","47,934.93"
Netherlands,Elsevier,Public sector related services,"35,821.49"
Trinidad and Tobago,ALLPRO SECURITY SERVICES LIMITED,Public order and security services,"35,569.58"
Trinidad and Tobago,Maritime Life (Caribbean) Limited,Management and admin services,"370,664.58"
Trinidad and Tobago,TRINIDAD AND TOBAGO ELECTRICITY COMM.,Public sector related services,"31,467.94"
United Kingdom of Great Britain and Northern Ire,UNIVERSITY OF SUSSEX,Management and admin services,"35,000.00"
United States of America,Check PointSoftwareTechnologiesInc.,Engineering and research services,"61,153.00"
United States of America,"Cisco Systems, Inc","Printing, photo and AV equipment","58,836.50"
United States of America,EMC Corporation,IT and communications equipment,"89,213.07"
United States of America,Morris and GwendolynCafritzFoundati,Management and admin services,"201,350.34"
Uruguay,TONOSOL S.A.,"Travel, food and lodging","36,232.92"
ESCAP,,,
China,SHANGHAI DISABLED PERSONS FEDERATION,Management and admin services,"36,800.00"
