ECLAC,,,
Argentina,ACIFI S.A.,Management and admin services,"143,600.00"
Chile,AGUAS ANDINAS S.A.,Public sector related services,"53,828.83"
Chile,ANTALIS CHILE LIMITADA,"Printing, photo and AV equipment","39,609.03"
Chile,ARQUITECTURA Y CONSTRUCCION LIMITAD,Building and maintenance services,"117,528.66"
Chile,ATTON VITACURA S.P.A,"Travel, food and lodging","58,663.86"
Chile,COMERCIAL CERRO COLORADO LIMITADA.,Building and maintenance services,"247,204.93"
Chile,COMERCIALIZADORA DITEC AUTOMÓVILES,Motor vehicles and parts,"112,321.90"
Chile,CONSTRUCCIÓN INGENIERÍA Y SUMINIST,Building and maintenance services,"54,351.57"
Chile,CONSTRUCTORA TIERRA LIMITADA,Building and maintenance services,"152,179.19"
Chile,CONSTRUCTORA WL LTDA.,Building and maintenance services,"87,618.27"
Chile,CS CONSULTORA Y SERVICIOS E.I.R.L.,Building and maintenance services,"37,136.09"
Chile,DATA CONVERSION SERVICE AGENCIA EN,Engineering and research services,"192,642.64"
Chile,DIMACOFI SA.,Engineering and research services,"99,627.91"
Chile,EMPRESA  DE CORREOS DE CHILE,"Transportation, storage, mail services","42,374.21"
Chile,EMPRESA DE SERVICIOS ENERGETICOS LI,Building and maintenance services,"128,123.14"
Chile,ENEL DISTRIBUCIÓN CHILE S.A.,Public sector related services,"456,961.19"
Chile,FRANCISCO ANTONIO PONCE INOSTROZA C,Building and maintenance services,"434,756.71"
Chile,HYC SERVICIOS INTEGRALES LTDA,Building and maintenance services,"60,922.53"
Chile,METROGAS S.A.,Public sector related services,"45,045.04"
Chile,NELSON GONZALEZ ALFARO,Building and maintenance services,"50,411.17"
Chile,PAISAJISMO ARQUITECTURA Y CONSTRUC,Building and maintenance services,"78,378.38"
Chile,PG CORP SERVICIOS S.A.,Industrial cleaning services,"517,774.34"
Chile,PHILIPS LIGHTING CHILENA S.A.,Building and maintenance services,"50,284.10"
Chile,POZOS PROFUNDOS S.A.,Building and maintenance services,"203,432.03"
Chile,PROSEGUR TECNOLOGIA CHILE LIMITADA,Security and safety equipment,"53,196.21"
Chile,REPRESENTACIONES AEROTECH SPA,Security and safety equipment,"43,340.76"
Chile,TELEFONICA MOVILES CHILE S.A.,Public sector related services,"77,279.75"
Chile,TRAZAS GESTIÓN DE PROYECTOS DE INFR,Building and maintenance services,"362,637.44"
Chile,TYCO SERVICES S. A.,Public order and security services,"54,114.39"
Chile,VIGO CONSULTORES S.A.,Management and admin services,"49,879.77"
Chile,XEROX DE CHILE S.A.,Industrial manufacturing services,"74,346.41"
Denmark,DANOFFICE APS (DENMARK),IT and communications equipment,"193,385.00"
Mexico,BANCA MIFEL SA CORP MCS FIDEICOMISO,Management and admin services,"662,137.04"
Mexico,KOCH OVERSEAS DE MÉXICO,"Travel, food and lodging","364,341.45"
Mexico,OFICINAS CORPORATIVAS CERVANTES 193,Public order and security services,"31,130.81"
Netherlands,ELSEVIER,Public sector related services,"77,551.40"
Switzerland,CARLSON WAGONLIT TRAVEL,"Travel, food and lodging","3,290,243.22"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,Building and maintenance services,"48,054.22"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,Management and admin services,"362,267.45"
Trinidad and Tobago,SELLIER'S TRAVEL SERVICE LTD,"Travel, food and lodging","193,082.08"
Trinidad and Tobago,TRAVEL NETWORK,"Travel, food and lodging","91,846.15"
United States of America,CHECK POINTSOFTWARETECHNOLOGIESINC.,Engineering and research services,"63,079.00"
United States of America,CHECK POINTSOFTWARETECHNOLOGIESINC.,IT and communications equipment,"43,494.00"
United States of America,CISCO SYSTEMS INC,IT and communications equipment,"325,160.00"
United States of America,EMC CORPORATION,IT and communications equipment,"40,094.21"
United States of America,LENOVO (UNITED STATES) INC,IT and communications equipment,"231,374.00"
United States of America,MORRIS AND GWENDOLYNCAFRITZFOUNDATI,Management and admin services,"208,587.30"
ESCAP,,,
Australia,COMMONWEALTH SCIENTIFIC INDUSTRIAL,Management and admin services,"37,000.00"
Cyprus,CYPRUS TRADE & TOURS LTD,"Travel, food and lodging","1,402,072.11"
Denmark,COPENHAGEN CONTRACTORS A/S,Management and admin services,"76,825.00"
Denmark,DANOFFICE APS (DENMARK),IT and communications equipment,"180,119.00"
Eritrea,UNDP-ERITREA,Management and admin services,"54,764.81"
Fiji,KADAVU HOLDINGS LIMITED,Management and admin services,"34,092.18"
India,BSES RAJDHANI POWER LIMITED,Public sector related services,"36,082.41"
Indonesia,UNDP-INDONESIA,Management and admin services,"40,324.79"
Myanmar,U TUN THEIN,Management and admin services,"33,333.33"
Republic of Korea,CLESTRA HAUSERMAN CO.LTD,Engineering and research services,"36,969.20"
Republic of Korea,HYUNDAI MOTOR COMPANY,Motor vehicles and parts,"148,848.77"
Republic of Korea,INCHEON FREE ECONOMIC ZONE - IFEZ,Public sector related services,"148,978.33"
Republic of Korea,SEOUL METROPOLITAN FACILITIES MANAGEMENT,Management and admin services,"50,100.11"
Spain,IDOM CONSULTING ENGINEERING ARCHI,Engineering and research services,"201,341.23"
Switzerland,KARGER LIBRI INTERNATIONALE ZEITSCH,Public sector related services,"37,171.90"
Switzerland,SWISS BANKERS PREPAID SERVICES AG,"Travel, food and lodging","50,840.00"
Thailand,19 ASSOCIATES CO.LTD,Building and maintenance services,"63,308.94"
Thailand,ABB LTD.,Building and maintenance services,"33,494.12"
Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,Engineering and research services,"82,591.87"
Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,Management and admin services,"163,478.53"
Thailand,ADECCOPHAHOLYOTHINRECRUITMENTLIMITE,"Travel, food and lodging","52,611.88"
Thailand,ADVANCED WIRELESS NETWORK CO. LTD.,Public sector related services,"301,734.10"
Thailand,CHANINTR LIVING LIMITED,Furniture,"74,639.72"
Thailand,DAIFU ENGINEERING CO. LTD.,Distribution equipment,"70,208.85"
Thailand,DEMA CO. LTD.,Furniture,"46,957.29"
Thailand,DHL EXPRESS INTERNATIONAL (THAILAND) LTD,"Transportation, storage, mail services","34,971.10"
Thailand,FUTURE ENGINEERING CONSULTANTS CO.,Management and admin services,"54,805.03"
Thailand,HAMMERSMITH CO.LTD.,Building and maintenance services,"174,820.63"
Thailand,JOHNSON CONTROLS INTERNATIONAL (THA,Building and maintenance services,"288,609.75"
Thailand,KNOWLEDGE MANAGEMENT SYSTEMS COMPAN,Engineering and research services,"98,381.00"
Thailand,LOCKTON WATTANA INSURANCE BROKERS (,Financial and insurance services,"6 0,944.64"
