CEPAL,,,
Chile,COMERCIAL E INGENIERIA CABINET LTDA,unspecified goods,"49,262.05"
Chile,DESARROLLOS ALIMENTICIOS SA,unspecified goods,"32,240.00"
Chile,DISTRIB DE PRODS MASIVOS SA,unspecified goods,"35,023.55"
Chile,NETSECURE INFORMATICA LTDA.,unspecified goods,"30,894.13"
United States of America,"MICROSOFT LICENSING, GP",unspecified goods,"42,266.64"
ESCWA,,,
Denmark,DAN OFFICE,Personal computers,"54,750.00"
Denmark,DAN OFFICE,Personal computers,"33,440.00"
Germany,Motorola Solutions UK Ltd.,Radio receivers,"42,447.75"
Lebanon,COMPUTER INFORMATION SYSTEMS,Personal computers,"34,600.13"
Lebanon,IDM(Inconet-Data Management).,Personal computers,"73,100.00"
United Kingdom of Great Britain and Nor,Ct PFilms Solutia UK Limited,Films,"66,082.99"
FAO,,,
Afghanistan,DE MAKA SEED COMPANY .,Wheat seeds,"35,750.00"
Afghanistan,GHULAM MOHAMMAD DIN COMPANY LTD,Diammonium hydrogenorthophosphate fertilizer,"125,125.00"
Afghanistan,GHULAM MOHAMMAD DIN COMPANY LTD,Diammonium hydrogenorthophosphate fertilizer,"39,682.50"
Afghanistan,GHULAM MOHAMMAD DIN COMPANY LTD,Urea fertilizer,"161,000.00"
Afghanistan,GHULAM MOHAMMAD DIN COMPANY LTD,Urea fertilizer,"37,537.50"
Afghanistan,GHULAM MOHAMMAD DIN COMPANY LTD,Urea fertilizer,"91,600.00"
Afghanistan,Name withheld for security reasons*,Diammonium hydrogenorthophosphate fertilizer,"39,118.35"
Afghanistan,Name withheld for security reasons*,Urea fertilizer,"35,456.96"
Afghanistan,PERKINS BROTHER WORKSHOP,Power generators,"46,500.00"
Afghanistan,PESHGAM HERAT SEED COMPANY LTD,Wheat seeds,"36,750.00"
Afghanistan,PESHGAM HERAT SEED COMPANY LTD,Wheat seeds,"36,750.00"
Afghanistan,PESHGAM HERAT SEED COMPANY LTD,Wheat seeds,"55,125.00"
Afghanistan,Sadiq Hamdard LTD,Diammonium hydrogenorthophosphate fertilizer,"43,500.00"
Arab Countries,Abu Mari Co. For Industry And General Trading,Barley seeds,"193,100.15"
Arab Countries,Abu Mari Co. For Industry And General Trading,Barley seeds,"87,530.90"
Arab Countries,Abu Mari Co. For Industry And General Trading,Barley seeds,"113,824.33"
Arab Countries,Abu Mari Co. For Industry And General Trading,Barley seeds,"52,392.59"
Arab Countries,Abu Mari Co. For Industry And General Trading,Barley seeds,"104,906.92"
Arab Countries,AGROPAL AGRICULTURAL MATERIALS AND SERVICES,Organic fertilizers and plant nutrients,"34,538.17"
Arab Countries,AL ISHAA FOR CONTRACTING,Barley seeds,"126,200.37"
Arab Countries,AL SABI COMPANY,Animal containment and habitats,"175,358.17"
Arab Countries,AL SABI COMPANY,Beekeeping equipment,"33,050.73"
Arab Countries,AL SABI COMPANY,Films,"50,812.78"
Arab Countries,AL WAHA EST COMPANY,Goats,"90,257.88"
Arab Countries,AL WOSTA COMPANY,Animal containment and habitats,"74,807.80"
Arab Countries,AL WOSTA COMPANY,Animal containment and habitats,"116,316.70"
Arab Countries,AL WOSTA COMPANY,Animal containment and habitats,"42,507.16"
Arab Countries,AL WOSTA COMPANY,Plastic sheet,"60,645.51"
Arab Countries,AL WOSTA COMPANY,Water storage tanks,"335,664.34"
Arab Countries,AL WOSTA COMPANY,Water storage tanks,"33,825.50"
Arab Countries,AL WOSTA COMPANY,Tents and membrane structures,"81,106.59"
Arab Countries,ALMIDRAJ AGRICULTURE AND TRADE COMPANY,Barley seeds,"166,433.57"
Arab Countries,BAKER ABU HALIMA COMPANY,Fruit tree seeds or cuttings,"42,040.36"
Arab Countries,BAKER ABU HALIMA COMPANY,Fruit tree seeds or cuttings,"42,040.36"
Arab Countries,ELECTRO NIHAD FOR MACHINES MANUFACTORY,Packaging machinery,"36,734.69"
Arab Countries,Future Iron Pipes Company,Pipe piping and pipe fittings,"383,956.56"
Arab Countries,Future Iron Pipes Company,Pipe piping and pipe fittings,"131,758.20"
Arab Countries,Future Iron Pipes Company,Pipe piping and pipe fittings,"36,000.00"
Arab Countries,GOLDEN STEPS COMPANY,"Agriculture, forestry and garden handtools","62,851.21"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Barley seeds,"192,146.85"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Barley seeds,"111,870.63"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Barley seeds,"116,127.24"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Barley seeds,"54,422.09"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Barley seeds,"51,710.40"
Arab Countries,IMAD HAMADA AND BROTHERS COMPANY,Live chickens,"271,057.31"
Arab Countries,LABTECH SUPPLY COMPANY,Laboratory and scientific equipment,"78,654.73"
Arab Countries,MIQDADI AGRICULTURAL MATERIALS COMPANY,Nitrogen Phosphorous Potassium Mixtures NPK,"35,515.70"
Arab Countries,MOHAMMED EL BASHITI COMPANY,Tomato seeds or seedlings,"33,632.29"
Arab Countries,MUSA ABU HATAB EST. FOR GENERAL CONTRACTING,Animal containment and habitats,"253,976.67"
Arab Countries,RADWAN HAMZAH & BROTHERS CO FOR INDUSTRY & TRADIN,AGnimal containment and habitats,"282,230.37"
Arab Countries,SATARCO COMPANY,Sheep,"80,495.61"
Arab Countries,SHARABATTI BROTHERS TRADING COMPANY,Pest control devices,"30,812.94"
Arab Countries,SUHEIL ABU HALIMA COMPANY,Agricultural sun shade material,"83,711.93"
