CEPAL,,,
Argentina,ACIFI S.A.,unspecified services,"109,000.00"
Chile,AZURIAN TECNOLOGIA LTDA.,unspecified services,"68,632.04"
Chile,CARLOS SELMAN DACCARETT CONSULTORA,unspecified services,"38,000.94"
Chile,DATA CONVERSION SERVICE AGENCIA CHI,unspecified services,"89,312.98"
Chile,DATA CONVERSION SERVICE AGENCIA CHI,unspecified services,"118,286.01"
Chile,DATA CONVERSION SERVICE AGENCIA CHI,unspecified services,"89,142.11"
Chile,DIMACOFI S.A.,unspecified services,"37,889.71"
Chile,DIMACOFI S.A.,unspecified services,"61,600.00"
Chile,DIMACOFI S.A.,unspecified services,"60,060.00"
Chile,DIMACOFI S.A.,unspecified services,"58,500.00"
Chile,EMPRESA DE SERVS ENERGETICOS LTDA,unspecified services,"88,241.00"
Chile,GRAFICA ANDES LTDA.,unspecified services,"40,042.42"
Chile,Name withheld for security reasons*,unspecified services,"463,855.00"
Chile,NELSON GREGORIO GONZALEZ ALFARO,unspecified services,"45,158.97"
Chile,SERVICIOS INTEGRALES LTDA.,unspecified services,"66,833.75"
Colombia,RIEGO Y PAISAJISMO AGRO MANANTIALES,unspecified services,"43,104.56"
Colombia,RIEGO Y PAISAJISMO AGRO MANANTIALES,unspecified services,"47,070.16"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,unspecified services,"158,870.69"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,unspecified services,"156,008.83"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,unspecified services,"159,481.05"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,unspecified services,"154,042.86"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,unspecified services,"147,337.61"
Trinidad and Tobago,ALL PRO SECURITY SERVICES LTD.,unspecified services,"44,337.65"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,unspecified services,"111,735.95"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,unspecified services,"36,143.96"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,unspecified services,"36,143.96"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,unspecified services,"36,143.96"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,unspecified services,"185,057.08"
United States of America,ELSEVIER B.V.,unspecified services,"31,366.34"
United States of America,ELSEVIER B.V.,unspecified services,"33,515.49"
ESCWA,,,
Italy,Sixeleven s.r.l.,World wide web WWW site design services,"32,073.17"
Lebanon,ASSIYANA SAL,Building component cleaning services,"126,744.00"
