2018,ECLAC,Argentina,ACIFI S.A.,Management and Admin Services," 148,400.00 "
2018,ECLAC,Chile,CONSTRUCTORA WL LTDA.,Building and Maintenance Services," 196,406.13 "
2018,ECLAC,Chile,TELEFONICA MOVILES CHILE S.A.,Public Sector Related Services," 90,349.00 "
2018,ECLAC,Chile,CARLSON WAGONLIT CHILE S.A.,"Travel, Food and Lodging"," 2,606,705.14 "
2018,ECLAC,Chile,EMPRESA DE SERVICIOS ENERGETICOS LI,Building and Maintenance Services," 100,721.34 "
2018,ECLAC,Chile,VIGO CONSULTORES S.A.,"Transportation, Storage, Mail Services"," 55,724.63 "
2018,ECLAC,Chile,FRANCISCO ANTONIO PONCE INOSTROZA C,Building and Maintenance Services," 63,861.09 "
2018,ECLAC,Chile,SAS INSTITUTE CHILE LTDA.,Published Products," 30,676.31 "
2018,ECLAC,Chile,XEROX DE CHILE S.A.,Industrial Manufacturing Services," 129,139.07 "
2018,ECLAC,Chile,ARQUITECTURA Y CONSTRUCCION LIMITAD,Building and Maintenance Services," 118,171.81 "
2018,ECLAC,Chile,BLANCO VIAJES LTDA.,"Travel, Food and Lodging"," 105,957.94 "
2018,ECLAC,Chile,PG CORP SERVICIOS S.A.,Industrial Cleaning Services," 549,668.87 "
2018,ECLAC,Chile,CS CONSULTORA Y SERVICIOS E.I.R.L.,Building and Maintenance Services," 41,726.09 "
2018,ECLAC,Chile,TNT EXPRESS CHILE LIMITADA,"Transportation, Storage, Mail Services"," 49,633.48 "
2018,ECLAC,Chile,NELSON GONZALEZ ALFARO,Building and Maintenance Services," 56,937.11 "
2018,ECLAC,Chile,GESTORA HOTELERA SPA,"Travel, Food and Lodging"," 33,577.94 "
2018,ECLAC,Chile,PAISAJISMO ARQUITECTURA Y CONSTRUC,Building and Maintenance Services," 91,059.60 "
2018,ECLAC,Chile,DIMACOFI SA.,Engineering and Research Services," 106,444.12 "
2018,ECLAC,Chile,HPV S.A,"Travel, Food and Lodging"," 72,358.35 "
2018,ECLAC,Chile,ENEL DISTRIBUCIÓN CHILE S.A.,Public Sector Related Services," 814,569.54 "
2018,ECLAC,Chile,PABLO G. LANDSKRON Z. TELECOMUNICAC,IT and Communications Equipment," 30,297.18 "
2018,ECLAC,Chile,METROGAS S.A.,Public Sector Related Services," 49,619.20 "
2018,ECLAC,Chile,AGUAS ANDINAS S.A.,Public Sector Related Services," 55,600.33 "
2018,ECLAC,Chile,DATA CONVERSION SERVICE AGENCIA EN,Engineering and Research Services," 247,910.02 "
2018,ECLAC,Mexico,"""FLIGHT CENTRE TRAVEL GROUP MEXICO,""","Travel, Food and Lodging"," 254,981.80 "
2018,ECLAC,Mexico,OFICINAS CORPORATIVAS CERVANTES 193,Building and Maintenance Services," 70,326.25 "
2018,ECLAC,Mexico,BANCA MIFEL SA CORP MCS FIDEICOMISO,Management and Admin Services," 1,403,105.64 "
2018,ECLAC,Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,Management and Admin Services," 356,315.49 "
2018,ECLAC,Trinidad and Tobago,THE TRAVEL CENTRE LIMITED,"Travel, Food and Lodging"," 50,171.84 "
2018,ECLAC,Trinidad and Tobago,SELLIER'S TRAVEL SERVICE LIMITED,"Travel, Food and Lodging"," 141,274.62 "
2018,ECLAC,Trinidad and Tobago,ALLPRO SECURITY SERVICES LIMITED,Public Order and Security Services," 72,752.78 "
2018,ECLAC,United States of America,CISCO SYSTEMS  INC,IT and Communications Equipment," 70,245.00 "
2018,ECLAC,United States of America,CHECK POINTSOFTWARETECHNOLOGIESINC.,Engineering and Research Services," 69,318.44 "
2018,ECLAC,United States of America,MORRIS AND GWENDOLYNCAFRITZFOUNDATI,Management and Admin Services," 213,698.37 "
2018,ECLAC,United States of America,LENOVO (UNITED STATES) INC,IT and Communications Equipment," 152,624.00 "
2018,ESCAP,Fiji,KADAVU HOLDINGS LIMITED,Management and Admin Services," 57,292.14 "
2018,ESCAP,India,BSES RAJDHANI POWER LIMITED,Public Sector Related Services," 41,048.89 "
2018,ESCAP,Iran (Islamic Republic of),UNDP-IRAN,Management and Admin Services," 46,309.13 "
2018,ESCAP,Italy,STUDIO MARTINI INGEGNERIA S.R.L.,Engineering and Research Services," 54,500.00 "
2018,ESCAP,Myanmar,UNDP-MYANMAR,"Travel, Food and Lodging"," 30,000.00 "
2018,ESCAP,Republic of Korea,INCHEON FREE ECONOMIC ZONE - IFEZ,Public Sector Related Services," 148,803.29 "
2018,ESCAP,Republic of Korea,SEOUL METROPOLITAN FACILITIES MANAGEMENT,Management and Admin Services," 54,074.75 "
2018,ESCAP,Spain,IDOM CONSULTING ENGINEERING ARCHI,Engineering and Research Services," 1,359,091.46 "
2018,ESCAP,Switzerland,KARGER LIBRI INTERNATIONALE ZEITSCH,Public Sector Related Services," 39,914.40 "
2018,ESCAP,Switzerland,SWISS BANKERS PREPAID SERVICES AG,"Travel, Food and Lodging"," 239,879.00 "
2018,ESCAP,Thailand,ADVANCED WIRELESS NETWORK CO. LTD.,Public Sector Related Services," 272,838.76 "
