CEPAL,,,,
Chile,BUILDERHOUSE INGENIEROS SA,Software,1,"75,218.41"
Chile,COM INES LUCIA VARGAS BARRERA EIRL,Tools and General Machinery,1,"33,524.97"
Chile,COSMOPLAS S.A.,Industrial refrigeration,3,"121,647.53"
Chile,DIST. PAPELES INDUSTRIALES S.A.,Paper Materials and Products,2,"70,298.57"
Chile,FERROSTAAL CHILE S.A.C.,Printing machinery and equipment,1,"70,114.50"
Chile,FINNING CHILE S.A.,Power Generation and Distribution Machinery and Accessories,1,"58,366.13"
Chile,INTERGROUPE S. A.,Glass products,1,"36,384.52"
Chile,NETSECURE INFORMATICA LTDA.,Software,1,"37,911.00"
Chile,PHILIPS CHILENA S.A.,Lighting Fixtures and Accessories,1,"38,471.17"
Chile,ROLEC COMERCIAL E INDUSTRIAL S.A.,Electrical equipment and components and supplies,2,"106,576.76"
Chile,SAS INSTITUTE CHILE LTDA.,Software,1,"31,818.50"
Chile,SECURITY ADVISOR CHILE LTDA.,Software,1,"46,208.51"
Chile,SERVICIOS CAMBEL HVAC CHILE LTDA.,Industrial refrigeration,2,"169,159.89"
Chile,TYCO SERVICES S.A.,Computer Equipment and Accessories,1,"63,978.18"
Denmark,DAN:OFFICE APS,Computer Equipment and Accessories,1,"41,379.00"
France,GROUPE MULLIEZ-FLORY,Clothing,1,"42,637.84"
Puerto Rico,MOHAMMED'S ELECTRICAL COMPANY LTD.,Electrical Systems and Lighting and Components and Accessories,1,"41,459.75"
Trinidad and Tobago,BALROOP'S SOUND SYSTEMS LIMITED,Audio and visual presentation and composing equipment,1,"122,959.81"
United States of America,"CISCO SYSTEMS, INC.",Electronic Components and Supplies,1,"48,770.00"
United States of America,COLOR ID LLC,"Security, Safety and Law Enforcement Equipment",1,"42,641.00"
United States of America,ELSEVIER B.V.,Data management and query software,1,"31,366.34"
United States of America,LENOVO (UNITED STATES) INC.,Computers,2,"119,986.00"
United States of America,"MICROSOFT LICENSING, GP",Software,1,"42,266.64"
United States of America,WALDNER'S BUSINESS ENVIRONMENTS,Office furniture,3,"159,734.21"
ESCWA,,,,
Germany,Motorola Solutions UK Ltd.,Radios,1,"47,194.50"
Japan,"Nissan Trading Co, Ltd.",All terrain vehicles tracked or wheeled,1,"41,426.05"
Lebanon,Name withheld for security reasons*,Shelving and storage,1,"33,418.00"
Lebanon,AUTOMATION AND COMPUTER TECHNOLOGIES,Personal computers,1,"40,526.50"
Lebanon,BMB s.a.l.,Personal computers,1,"33,600.00"
Lebanon,COMPUTER INFORMATION SYSTEMS,Personal computers,1,"71,054.36"
Lebanon,IDM(Inconet-Data Management).,Personal computers,1,"81,000.00"
Lebanon,Khalife Computer and Office Machinery,Office furniture,1,"119,519.00"
Lebanon,QUANTECH SAL,Personal computers,1,"30,256.00"
United States of America,LENOVO (UNITED STATES) INC.,Personal computers,4,"225,320.00"
FAO,,,,
Afghanistan,AKBER SULAMAN TRA DING LTD,Passenger motor vehicles,1,"34,200.00"
Afghanistan,Hamayoon Naeemi Material Co. Ltd,Hand tools,1,"40,400.00"
Afghanistan,Innovative Allied Technical Services,Passenger motor vehicles,1,"409,600.00"
Afghanistan,Nangarhar MHP Technical Workshop,Power Generation and Distribution Machinery and Accessories,2,"144,729.35"
Afghanistan,NEZAMUDIN Fertilizer Company,Organic fertilizers and plant nutrients,1,"162,110.00"
Afghanistan,NOORULLAH CROSS FLOW TURBINE COMPANY,Power Generation and Distribution Machinery and Accessories,1,"97,773.00"
Afghanistan,PARWIZ HAMIDI TURBIN PRODUCTION COMPANY,Power Generation and Distribution Machinery and Accessories,1,"179,244.70"
Afghanistan,Rana M.H.P Technical Workshop,Power Generation and Distribution Machinery and Accessories,3,"237,891.89"
Afghanistan,Rodat Afghan Momand Ltd,Hand tools,1,"52,923.00"
Afghanistan,SADAT GHAFORI CO LTD,Tank trucks,1,"69,800.00"
Afghanistan,Sadiq Hamdard LTD,Fertilizers and plant nutrients and herbicides,1,"487,719.00"
Afghanistan,Sharq Improved Seed Production & Agri-Services Company Ltd,Cereal seeds,1,"37,619.00"
