ECA,,,
Algeria,CENEAP,Institutional Contractor,"40,000.00"
Belgium,ATMIRE,Institutional Contractor,"52,175.00"
Botswana,BIDPA,Institutional Contractor,"38,996.96"
Chad,CABINET DE CONS,Institutional Contractor,"34,500.00"
Denmark,CENTER AFRICAIN,Institutional Contractor,"40,000.00"
Denmark,PHOENIX DESIGN AI,Printing and Publishing Services,"40,000.00"
Djibouti,UNIVERSITY DE D,Institutional Contractor,"35,000.00"
Egypt,IBN KHALDUN CEN,Institutional Contractor,"35,000.00"
Ethiopia,SAMUEL SAHLEMARIA,Construction Works,"2,507,995.43"
Ethiopia,Fere Construction,Construction Works,"94,925.73"
Ethiopia,ETHIOPIAN ELECTRI,Construction Works,"91,886.92"
Ethiopia,WT & T Constructi,Construction Works,"84,365.90"
Ethiopia,GLIMMER CONSTRUCT,Construction Works,"65,766.00"
Ethiopia,Sherefa Shafi B.C,Construction Works,"65,623.00"
Ethiopia,GLIMMER CONSTRUCT,Construction Works,"60,493.46"
Ethiopia,SAFETRA PLC.,Customs Clearance & Related Services,"30,000.00"
Ethiopia,Green international,Customs Clearance & Related Services,"30,000.00"
Ethiopia,ETHIOPIAN ELECTRI,Electro Mechanical Works,"96,000.00"
Ethiopia,MKTY IT SERVICE,Institutional Contractor,"31,655.00"
Ethiopia,M & M TRANS AFRIC,Maintenance and Repairs - Equipment,"124,289.02"
Ethiopia,2011 Annual Invenotry,Miscellaneous,"50,000.00"
Ethiopia,Clerical Services,Miscellaneous,"35,000.00"
Ethiopia,Data Entry Services,Miscellaneous,"32,000.00"
Guinea,STAT VIEW INTER,Institutional Contractor,"40,000.00"
Italy,INTERTRADE INTERN,Electro Mechanical Works,"74,734.13"
Kenya,CAMERAPIX,Photography & Video Recording,"89,900.00"
Madagascar,CABINET ECR,Institutional Contractor,"41,000.00"
Mauritius,STRACONSULT LTD,Institutional Contractor,"33,200.00"
Netherlands,SWETS Information,Subscriptions & Memberships,"132,680.83"
Portugal,TRADUCTA,Printing and Publishing Services,"50,000.00"
South Africa,IDASA,Institutional Contractor,"49,410.00"
Tunisia,INSTITUE ARABE,Institutional Contractor,"35,000.00"
United Kingdom,OVERSEAS DEVELO,Institutional Contractor,"30,000.00"
United Republic of Tanzania,UNIVERSITY OF DAR,Institutional Contractor,"50,000.00"
United States of America,DEEP WEB TECHNO,Institutional Contractor,"50,000.00"
Zambia,THE UNIVERSITY,Institutional Contractor,"40,000.00"
Zambia,CENTRE FOR POLI,Institutional Contractor,"33,143.00"
Zimbabwe,MASS PUBLIC OPI,Institutional Contractor,"46,500.00"
ECLAC,,,
Argentina,ACIFI S.A.,Office lease,"133,200.00"
Chile,MASTER CLIMA S.A.,Air conditioning installation,"410,618.10"
Chile,EMPRESA DE SERVICIOS ENERGETICOS SA,Air conditioning maintenance,"113,511.77"
Chile,CERO UNO ARQUITECTOS LIMITADA,Arquitecture services,"39,953.81"
Chile,Schultz Ingenieria y Maquinarias Lt,Building construction,"3,940,140.00"
Chile,SECURITY ADVISOR CHILE LTDA.,Check point safe@office 1000NW wireless appliance,"43,709.51"
Chile,GONZALEZ ACKERKNECHT LIMITADA,Cleaning services,"460,172.82"
Chile,CONSTRUCTORA LIPANGUE LTDA.,Contruction of new building and remodelling,"2,163,002.00"
Chile,FINNING CHILE S.A.,Diesel generators maintanence,"47,034.00"
Chile,INMOBILIARIA ALFABETA ARTES GRAFICA,Document printing,"34,755.68"
Chile,INGENIERIA INTEGRAL FRAY JORGE S.A.,Gardening services,"98,829.85"
Chile,SERVICIOS INTEGRALES LTDA.,Internal messenger services,"68,175.68"
Chile,GTD INTERNET S.A.,Internet connection services,"36,237.42"
Chile,SONDA S.A.,IT helpdesk service,"299,822.00"
Chile,"CONTRERAS, AREVALO Y VALDES LTDA.",LAN room relocation,"39,918.40"
Chile,POSADAS DE CHILE E. HOTELEROS LTDA.,"Lodging, meeting rooms and catering","33,302.12"
Chile,SOCIEDAD LAGO ATRAVESADO S.A.,Paneling for office space,"33,865.99"
Chile,DIMACOFI S.A.,Photocopying services (lease),"91,746.85"
Chile,MARCO ANTONIO BARRERA FLORES,Piping provision and installation for fiber optic,"52,089.06"
Chile,DIMACOFI S.A.,Printing on Demand/Digital duplication,"199,189.09"
Chile,GRAFICA ANDES LTDA.,Printing services (book),"31,203.52"
Colombia,GRUPO HOTELERO MAR Y SOL S.A.,Hotel,"31,000.00"
Mexico,LAVA TAP S.A. DE C.V.,Cleaning services,"64,965.55"
Mexico,INMOBILIARIA DATA S.C.,Office lease,"540,934.50"
Mexico,FREDI ABDO SILVERA TUACHI Y COP.,Office lease,"55,407.12"
Mexico,"ATXK DISEÑO Y CONSTRUCCIÓN, S.A. D",Office space retrofitting,"1,131,139.56"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,Office lease,"337,326.07"
Trinidad and Tobago,TELECOM SECURITY SERVICES,Security services,"44,275.00"
United States of America,"CISCO SYSTEMS, INC.",Cisco smartnet support,"42,304.00"
United States of America,C.S.U. INDUSTRIES INC.,Servers maintenance,"33,120.00"
ESCAP,,,
Bangladesh,DHAKA SHERATON HOTEL,Meeting Package and Accomodation,"53,216.00"
India,N.S. ASSOCIATES PVT. LTD.,"Construction work for subregional office in New Delhi,","113,630.36"
"",LEMBAGA PENELITIAN PENDIDIKAN DAN PENERANGAN,,
Indonesia,EKONO,Provision of contractual services,"71,194.00"
"Korea, Republic of",JINSAN HOTEL & RESORT L.L.C.,Accommodation and meeting package,"35,713.04"
"Korea, Republic of",IOCONVEX,Event Organizing services for the 2nd Regional Forum for APCICT,"31,892.93"
"Korea, Republic of",KAL HOTEL NETWORK (HYATT REGENCY INCHEON),Hotel accommodations for the 2nd Regional Forum for APCICT,"35,981.90"
Netherlands,SWETS INFORMATION SERVICES B.V.,Supply of annual subscription,"94,850.00"
Thailand,AMARI HOTEL AND RESORTS,Meeting Package and Accomodation,"34,337.87"
Thailand,AMARI HOTEL AND RESORTS,Meeting Package and Accomodation,"32,609.54"
Thailand,"ADVANCED INFO SERVICE PUBLIC CO., LTD.",Blackberry Services,"54,315.39"
Thailand,SODEXO SUPPORT SERVICES (THAILAND) LTD.,Consultancy Services for Renovation of Kitchen Facilities in UN Premises-2011,"36,197.67"
Thailand,"AURECON CONSULTING (THAILAND) CO., LTD.",Consultancy services for the marble cladding renovation project,"31,889.74"
Thailand,PRO-EN TECHNOLOGIES LTD.,Consultancy Services:Renovation of Bldg.&Lightning Earthing Systems,"30,480.21"
Thailand,"WORLD DECORATION GROUP CO., LTD.",Contract No. C-0037/11 : The Renovation of Carpet Flooring in the UNCC,"41,233.87"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"598,917.72"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"410,135.78"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"316,882.64"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"193,969.28"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel,"80,786.74"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"71,836.00"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel,"60,591.75"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel,"58,567.50"
Thailand,PROPERTY CARE SERVICES (THAILAND) LTD.,Contractual personnel,"54,558.46"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel,"46,918.86"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel,"45,646.61"
