ECLAC,,,
Argentina,ACIFI S.A.,Rental of Office Premises - Buenos Aires,"118,800.00"
Brazil,CIDADE GRÁFICA E EDITORA LTDA,Printing services for 26 publications - Brasilia,"33,255.81"
Brazil,TDA DESENHO E ARTE LTDA,Graphic arts design and layout services,"50,221.43"
Brazil,TDA DESENHO E ARTE LTDA,Graphic arts design and layout services,"31,375.57"
Chile,CAD INGENIERIA S.A.,Desing for air conditioning (HVAC) system installation,"36,568.07"
Chile,DATA CONVERSION SERVICE AGENCIA CHI,Digitilization of historial archive for library,"60,000.00"
Chile,DIMACOFI S.A.,Photocopying Services,"108,902.69"
Chile,DIMACOFI S.A.,Printing on Demand / Digital Duplication,"144,576.64"
Chile,DIMACOFI S.A.,Printing on Demand / Digital Duplication 2010,"57,553.00"
Chile,EMPRESA DE SERVICIOS ENERGETICOS SA,Air conditioning maintanence services,"79,722.00"
Chile,EQUANT CHILE S.A.,Internet connection - Santiago,"35,100.00"
Chile,FINNING CHILE S.A.,Caterpillar equipment (diesel generators) maintanence,"38,000.00"
Chile,GONZALEZ ACKERKNECHT LIMITADA,Cleaning Services 2010,"55,149.58"
Chile,GRAFICA ANDES LTDA.,"Printing of document ""Balance Preliminar""","32,149.67"
Chile,GRAFICA ANDES LTDA.,"Printing of document ""La Hora de la Igualdad""","37,614.50"
Chile,INGENIERIA INTEGRAL FRAY JORGE S.A.,Gardening services,"101,270.00"
Chile,INMOBILIARIA ALFABETA ARTES GRAFICA,Printing and book binding,"56,925.75"
Chile,INVERSIONES SANTA ESTER LIMITADA,Renovation of CLADES building,"185,476.08"
Chile,PROYECTOS Y PRODUCTOS PROF.. LTDA.,Audio-visual project (Provision and Installation),"466,299.81"
Chile,SERV. ASEO Y JAR. MACLEAN LTDA.,Cleaning Services,"332,713.37"
Chile,SERVICIOS INTEGRALES LTDA.,Internal messenger,"51,539.09"
Chile,SOCIEDAD LAGO ATRAVESADO S.A.,Renovation of CLADES II building,"197,735.49"
Chile,SOCIEDAD LAGO ATRAVESADO S.A.,Restoration of Meeting Rooms,"34,849.04"
Chile,SOCIEDAD LAGO ATRAVESADO S.A.,Structural Repair and Restrooms for Office Space,"192,438.91"
Chile,SONDA S.A.,IT Helpdesk Service,"262,943.19"
Chile,TECNO FAST ATCO S.A.,Renting of containers for office space,"213,891.94"
Mexico,INMOBILIARIA DATA S.C.,Rental of Office Premises - Mexico,"934,362.87"
Spain,PARADOR DE TURISMO DE LA GRANJA,Lodging and conference services for EU-LA Forum,"54,100.00"
Trinidad and Tobago,COLUMBUS COMMUNICATIONS TRINIDAD LT,Internet connection - Port of Spain,"36,225.00"
Trinidad and Tobago,MARITIME LIFE (CARIBBEAN) LIMITED,Rental of Office Premises - Trinidad and Tobago,"338,932.38"
Trinidad and Tobago,TELECOM SECURITY SERVICES,Unarmed security services - Port of Spain,"41,975.00"
United States,C.S.U. INDUSTRIES INC.,Telephone/Technical support,"33,120.00"
United States,"CISCO SYSTEMS, INC.",Cisco Smarnet Support for Network,"38,978.40"
United States,SDV (USA) INC.,Freight forwarding from US (workstations),"38,800.00"
United States,THE CAFRITZ CO.,Rental of Office Premises - Washington D.C.,"156,000.00"
ESCAP,,,
Bangladesh,DHAKA SHERATON HOTEL,Meeting in Dhaka,"53,216.00"
Indonesia,LEMBAGA PENELITIAN PENDIDIKAN DAN PENERANGAN EKONO,Provision of contractual services for the design of PES policy and mechanism,"71,194.00"
Netherlands,SWETS INFORMATION SERVICES B.V.,"Purchase of publications, ESCAP Library","53,216.00"
Thailand,"3D INTERIORS CO., LTD.",Additional works to the Conversion of Cafeteria into Office Space,"71,194.00"
Thailand,ABB LIMITED,Internal Purchase Order - Additional Fund Obligation for the LV Switchboard Replacement,"68,045.78"
Thailand,ABB LIMITED,Preventive maintenance and general repair services  for ABB GIS Substation,"55,643.03"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual personnel for IMCTS - 6 Help Desk Assistants (Grade 1),"59,837.25"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,"Contractual Personnel in ASD, Protocol (Visa Clerk & Visa/Admin Clerk)","374,413.86"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,"Contractual Personnel in CMU (A/V Helper, Meeting Clerk & Documents)","33,713.24"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual Personnel in MOU from 1 Jan - 31 Dec 10,"45,517.18"
Thailand,ADECCO PHAHOLYOTHIN RECRUITMENT LTD.,Contractual Personnel in PMSU from 1 Jan - 31 Dec 10,"30,820.25"
Thailand,"BEST OFFICE INSTALLATION CO., LTD.",Carpet Flooring-15A Secretariat Bldg,"47,843.68"
Thailand,CAT TELECOM PUBLIC COMPANY LIMITED,Secondary Internet Leased Line:6Mbps-UNESCAP & Inspira,"82,366.58"
Thailand,"CIVIL MASTER CONSTRUCTION CO., LTD.",Waterproofing Works on UNCC Flat Roof,"46,403.71"
Thailand,"DUSIT THANI PUBLIC CO., LTD. (DUSIT THANI)",Hotel accommodation and meeting package for OCHA office.,"31,183.29"
Thailand,"KSC COMMERCIAL INTERNET CO., LTD.",Secondary Internet Leased Line for IMCTS,"239,469.32"
Thailand,LOCKTON WATTANA INSURANCE BROKERS (THAILAND) LTD.,Provision of insurance coverage,"30,880.01"
Thailand,M&C ENERGY (THAILAND) LIMITED,Consultancy Services for GHG Reduction in HVAC and Lighting System,"45,183.96"
Thailand,MEINHARDT (THAILAND) LTD.,Consultancy servies for the upgrade of fire hydrant and hose reel project,"47,407.76"
Thailand,"NETMARKS (THAILAND) CO., LTD.",Internal Purchase Order to obligate funds for the Cat-4 Cabling Upgrade project,"49,718.26"
Thailand,OTIS ELEVATOR CO. (THAILAND) LTD.,"Maintenance services for ""OTIS"" elevators and escalators","32,094.78"
Thailand,PROPERTY CARE SERVICES  (THAILAND) LTD.,Contractual Personnel in CMU (A/V technicians & Artisan),"306,877.06"
Thailand,PROPERTY CARE SERVICES  (THAILAND) LTD.,"Contractual personnel in FMU (Carpenters, Technicians & Architects)","207,623.47"
Thailand,PROPERTY CARE SERVICES  (THAILAND) LTD.,Contractual Personnel in FMU (Technicians & Architects),"315,911.01"
Thailand,PROPERTY CARE SERVICES  (THAILAND) LTD.,custodial services  including soap dispenser & control mat maintenance,"48,328.62"
Thailand,"TRUE INTERNET CO., LTD.",Primary Internet Leased line at 12 Mbps,"600,193.21"
Thailand,"TRUE INTERNET CO., LTD.",Renewal of Primary Internet Leased Line,"72,358.92"
Thailand,"ZENITH COMP CO., LTD.",Renewal of subscription: Lotus Notes:IMCT,"39,762.68"
United States of America,EMC CORPORATION,Contract No. PD/C0029/02: Maintenance of EMC products,"39,762.68"
United States of America,"ORACLE USA, INC.",Oracle Consultancy Services (INSPIRA Project),"37,982.43"
ESCWA,,,
Ireland,Novel Ireland Sofware Limited,Novel Open Enterprise Server 1-User 3-Year Maintenance,"40,020.00"
Lebanon,Assiyana SAL,Cleaning and Gadening,"179,838.29"
Lebanon,Computer Information System,Preventive and Corrective Maintenace,"41,700.00"
Lebanon,Computer Information System,Preventive and Corrective Maintenace,"34,750.00"
Lebanon,Inconet Data Management,Internet Services,"74,880.00"
Lebanon,Inconet Data Management,Uninterrupted Internet Services,"75,380.00"
Lebanon,Solidere,Operation and Maintenance services,"264,217.26"
Lebanon,Solidere,Operation and Maintenance Services,"64,648.64"
United States,Bassiouni Group,Subprogramme Evaluation,"35,506.00"
United States,Vmware Inc,Vmware Licences,"55,047.09"
FAO,,,
Afghanistan,ALYAS BAKHTARI CONSTRUCTION COMPANY (ABCC),Construction of Storage and office facilities,"283,832.00"
Afghanistan,AMJAD JAWID CONSTRUCTION COMPANY,"Construction of Storage and office facilities in 7 sites, Afghanistan","1,202,561.50"
Afghanistan,ATLAS MILAN CONSTRUCTION COMPANY (AMCC),Construction of storage and office facilities in 9 sites,"1,378,129.50"
Afghanistan,ATLAS MILAN CONSTRUCTION COMPANY (AMCC),Construction of storage and office facilities,"1,672,964.15"
Afghanistan,NOOR E MILAD CONSTRUCTION COMPANY LTD,Cosntruction of storage and office facilities in 3 sites,"439,168.62"
Australia,VISIONTIME PTY LTD,Video Production Services,"58,625.00"
Australia,VISIONTIME PTY LTD,Publishing,"81,826.00"
Australia,VISIONTIME PTY LTD,State of Food Insecurity in the World 2010 (SOFI)¿,"53,278.00"
Belgium,HENDYPLAN SA/NV,Renewal of Maintenance of Troll Software licenses 15 Jan 2011-14 Jan 2012,"31,185.00"
Belgium,SITA (OFFICE IN FRANCE),services for 2010/2011,"650,000.00"
Belgium,SITA (OFFICE IN FRANCE),Telecommunication Services as part of WAN ongoing cost,"825,000.00"
Belgium,SITA (OFFICE IN FRANCE),Upgrade WAN services for decentralized offices 2010,"275,000.00"
Belgium,VITO NV,Provision of Spot-Vegetation data,"32,181.38"
Canada,SHL CANADA INC,Development of FAO Competency Framework (PhaseI),"200,000.00"
China,NANJING HOUSING CONSTRUCTION CORPORATION,Renovation of Animal Health Labs in DPR Korea,"185,388.85"
Denmark,UNITED NATIONS OFFICE FOR PROJECT SERVICES (UNOPS),Road rehabilitation works,"1,007,481.00"
Denmark,UNITED NATIONS OFFICE FOR PROJECT SERVICES (UNOPS),UNGM-InTend Integration Contract N. 209488 - CSAPD,"44,472.68"
Egypt,START FOR IT,Acquisition of satellite imagery SIFSIA,"265,000.00"
France,CLS,Provision of Agros Satellite time,"30,000.00"
France,PROCOPTERE AVIATION,Hiring of two helicopters,"2,344,200.00"
Georgia,PERI LTD,Construction of  42 shallow wells,"109,590.00"
Germany,FISCHTECHNIK FREDELSLOH GMBH,Reinforcement and installation of two pilot cage culture systems,"131,467.03"
